rank	source_id	year	doi	title	venue	type
46	10.1145/3073408	2017	10.1145/3073408	Source Sets	Journal Of The ACM	journal article
47	10.1145/3236024.3236048	2018	10.1145/3236024.3236048	Concurrency Verification With Maximal Path Causality	Proceedings Of The 2018 26Th ACM Joint Meeting On European Software Engineering Conference And Symposium On The Foundations Of Software Engineering	proceedings article
48	10.1145/3428214	2020	10.1145/3428214	Satune: Synthesizing Efficient SAT Encoders	Proceedings Of The ACM On Programming Languages	journal article
49	10.1109/ase51524.2021.9678838	2021	10.1109/ase51524.2021.9678838	Nekara: Generalized Concurrency Testing	2021 36Th IEEE/ACM International Conference On Automated Software Engineering (ASE)	proceedings article
50	10.1145/3296979.3192385	2018	10.1145/3296979.3192385	Optimal Stateless Model Checking Under The Release-Acquire Semantics	Proceedings Of The ACM On Programming Languages	journal article
51	10.1145/3485541	2021	10.1145/3485541	The Reads-From Equivalence For The TSO And PSO Memory Models	Proceedings Of The ACM On Programming Languages	journal article
52	10.1145/2889160.2891042	2016	10.1145/2889160.2891042	Maximally Stateless Model Checking For Concurrent Bugs Under Relaxed Memory Models	Proceedings Of The 38Th International Conference On Software Engineering Companion	proceedings article
53	10.1145/3016078.2851149	2016	10.1145/3016078.2851149	Production-guided Concurrency Debugging	ACM SIGPLAN Notices	journal article
54	10.1109/qrs54544.2021.00033	2021	10.1109/qrs54544.2021.00033	HARS: Heuristic-Enhanced Adaptive Randomized Scheduling For Concurrency Testing	2021 IEEE 21St International Conference On Software Quality, Reliability And Security (QRS)	proceedings article
55	10.1145/3368826.3377910	2020	10.1145/3368826.3377910	Interactive Debugging Of Concurrent Programs Under Relaxed Memory Models	Proceedings Of The 18Th ACM/IEEE International Symposium On Code Generation And Optimization	proceedings article
56	10.1007/978-3-319-29778-1_18	2016	10.1007/978-3-319-29778-1_18	SMT Solving For The Theory Of Ordering Constraints	Languages And Compilers For Parallel Computing	book chapter
57	10.1145/3022671.2984040	2016	10.1145/3022671.2984040	Directed Synthesis Of Failing Concurrent Executions	ACM SIGPLAN Notices	journal article
58	10.1145/3579835	2023	10.1145/3579835	Satisfiability Modulo Ordering Consistency Theory For SC, TSO, And PSO Memory Models	ACM Transactions On Programming Languages And Systems	journal article
59	10.1145/3428298	2020	10.1145/3428298	Learning-based Controlled Concurrency Testing	Proceedings Of The ACM On Programming Languages	journal article
60	10.1007/978-3-032-06847-7_9	2023	10.1007/978-3-032-06847-7_9	Satisfiability Modulo Ordering Consistency Theory For SC, TSO, And PSO Memory Models	ACM Transactions On Programming Languages And Systems	journal article
61	10.1145/3453483.3454099	2021	10.1145/3453483.3454099	Canary: Practical Static Detection Of Inter-Thread Value-Flow Bugs	Proceedings Of The 42Nd ACM SIGPLAN International Conference On Programming Language Design And Implementation	proceedings article
62	10.1145/3022671.2984036	2016	10.1145/3022671.2984036	Stateless Model Checking With Data-Race Preemption Points	ACM SIGPLAN Notices	journal article
63	10.1007/s10703-025-00479-0	2025	10.1007/s10703-025-00479-0	Awaiting For Godot: Stateless Model Checking That Avoids Executions Where Nothing Happens	Formal Methods In System Design	journal article
64	10.1109/tse.2022.3144480	2021	10.1109/tse.2022.3144480	Canary: Practical Static Detection Of Inter-Thread Value-Flow Bugs	Proceedings Of The 42Nd ACM SIGPLAN International Conference On Programming Language Design And Implementation	proceedings article
