key	decision	via	year	title	id	rationale
doi:10.1186/s12967-026-07849-0	E1	consensus	2026	AI-driven CRISPR screening: optimizing gene editing through automation and intelligent decision support	https://doi.org/10.1186/s12967-026-07849-0	
doi:10.14445/22315381/ijett-v73i11p101	E1	consensus	2025	LLM Agent Integrated with TENS Device for the Treatment of Neck Pain in Teleworking	https://doi.org/10.14445/22315381/ijett-v73i11p101	
doi:10.18653/v1/2025.findings-emnlp.320	E1	consensus	2025	Agent Laboratory: Using LLM Agents as Research Assistants	https://doi.org/10.18653/v1/2025.findings-emnlp.320	
doi:10.21203/rs.3.rs-5351103/v1	E1	consensus	2024	DNAHLM - DNA sequence and Human Language mixed large language Model	https://doi.org/10.21203/rs.3.rs-5351103/v1	
doi:10.2139/ssrn.5193679	E1	consensus	2025	A Multi-Agent Large Language Model (Llm) Framework for Code-Complying Design Automation of Concrete Structures	https://doi.org/10.2139/ssrn.5193679	
doi:10.2139/ssrn.6463647	E1	consensus	2026	Claim Automation using Large Language Model	https://doi.org/10.2139/ssrn.6463647	
doi:10.2196/64544	E1	consensus	2025	Using Large Language Models to Automate Data Extraction From Surgical Pathology Reports: Retrospective Cohort Study	https://doi.org/10.2196/64544	
doi:10.22260/isarc2025/0009	E1	consensus	2025	A Large Language Model as an Assistant for Software-Independent Structural Analytical Model Review and Editing	https://doi.org/10.22260/isarc2025/0009	
doi:10.2478/cait-2026-0006	E1	consensus	2026	Automated Bug Detection and Program Repair Using Deep Learning: A Comprehensive Review	https://doi.org/10.2478/cait-2026-0006	
doi:10.30574/wjarr.2022.13.3.0263	E1	consensus	2022	Large language model-based automation of clinical workflows: A systematic framework for healthcare process optimization	https://doi.org/10.30574/wjarr.2022.13.3.0263	
doi:10.3390/a19030178	E1	consensus	2026	AI-Driven IFC Processing for Automated IBS Scoring	https://doi.org/10.3390/a19030178	
doi:10.3390/electronics13244912	E1	consensus	2024	Multimodal Large Language Model-Based Fault Detection and Diagnosis in Context of Industry 4.0	https://doi.org/10.3390/electronics13244912	
doi:10.59324/ejmeb.2025.2(5).14	E1	consensus	2025	The Effect of LLM Automation on Performance Marketing Scale: Evidence on CAC, ROMI, and Creative Cycle Velocity	https://doi.org/10.59324/ejmeb.2025.2(5).14	
doi:10.64898/2026.06.24.26356357	E1	consensus	2026	RESCUE: An end-to-end multi-agent LLM system for proactive rare-disease patient screening in the EHR	https://doi.org/10.64898/2026.06.24.26356357	
doi:10.67535/tsp.000001.041	E1	consensus	2025	A Specialized Large Language Model for Electronic Design Automation	https://doi.org/10.67535/tsp.000001.041	
arxiv:2305.18703	E2	consensus	2023	Domain Specialization as the Key to Make Large Language Models Disruptive: A Comprehensive Survey	http://arxiv.org/abs/2305.18703v7	
arxiv:2308.10620	E2	consensus	2023	Large Language Models for Software Engineering: A Systematic Literature Review	https://doi.org/10.48550/arxiv.2308.10620	
arxiv:2308.10792	E2	consensus	2023	Instruction Tuning for Large Language Models: A Survey	https://doi.org/10.48550/arxiv.2308.10792	
arxiv:2308.11432	E2	consensus	2023	A Survey on Large Language Model based Autonomous Agents	https://doi.org/10.48550/arxiv.2308.11432	
arxiv:2309.14504	E2	consensus	2023	People's Perceptions Toward Bias and Related Concepts in Large Language Models: A Systematic Review	http://arxiv.org/abs/2309.14504v2	
arxiv:2312.02003	E2	consensus	2023	A Survey on Large Language Model (LLM) Security and Privacy: The Good, the Bad, and the Ugly	https://doi.org/10.48550/arxiv.2312.02003	
arxiv:2401.07534	E2	consensus	2024	Exploring the Potential of Large Language Models in Self-adaptive Systems	http://arxiv.org/abs/2401.07534v1	
arxiv:2402.10350	E2	consensus	2024	Large Language Models for Forecasting and Anomaly Detection: A Systematic Literature Review	https://doi.org/10.48550/arxiv.2402.10350	
arxiv:2403.14280	E2	consensus	2024	Large Language Models for Blockchain Security: A Systematic Literature Review	https://doi.org/10.48550/arxiv.2403.14280	
arxiv:2403.15401	E2	consensus	2024	Large Language Model for Mental Health: A Systematic Review	http://arxiv.org/abs/2403.15401v3	
arxiv:2404.04834	E2	consensus	2024	LLM-Based Multi-Agent Systems for Software Engineering: Literature Review, Vision and the Road Ahead	http://arxiv.org/abs/2404.04834v4	
arxiv:2404.05399	E2	consensus	2024	SafetyPrompts: a Systematic Review of Open Datasets for Evaluating and Improving Large Language Model Safety	http://arxiv.org/abs/2404.05399v2	
arxiv:2405.01466	E2	consensus	2024	A Systematic Literature Review on Large Language Models for Automated Program Repair	https://doi.org/10.48550/arxiv.2405.01466	
arxiv:2405.04760	E2	consensus	2024	Large Language Models for Cyber Security: A Systematic Literature Review	https://doi.org/10.48550/arxiv.2405.04760	
arxiv:2405.11029	E2	consensus	2024	Generative Artificial Intelligence: A Systematic Review and Applications	http://arxiv.org/abs/2405.11029v1	
arxiv:2406.00515	E2	consensus	2024	A Survey on Large Language Models for Code Generation	https://doi.org/10.48550/arxiv.2406.00515	
arxiv:2407.12192	E2	consensus	2024	Towards Dataset-scale and Feature-oriented Evaluation of Text Summarization in Large Language Model Prompts	http://arxiv.org/abs/2407.12192v3	
arxiv:2408.02248	E2	adjudicated	2024	ReDel: A Toolkit for LLM-Powered Recursive Multi-Agent Systems	http://arxiv.org/abs/2408.02248v2	generic recursive multi-agent toolkit; review compilation only an example
arxiv:2409.04833	E2	consensus	2024	Achieving Peak Performance for Large Language Models: A Systematic Review	http://arxiv.org/abs/2409.04833v1	
arxiv:2409.11864	E2	consensus	2024	Motivations, Challenges, Best Practices, and Benefits for Bots and Conversational Agents in Software Engineering: A Multivocal Literature Review	http://arxiv.org/abs/2409.11864v2	
arxiv:2412.09248	E2	consensus	2024	A Systematic Review of Knowledge Tracing and Large Language Models in Education: Opportunities, Issues, and Future Research	http://arxiv.org/abs/2412.09248v1	
arxiv:2501.11223	E2	consensus	2025	Reasoning Language Models: A Blueprint	http://arxiv.org/abs/2501.11223v4	
arxiv:2502.07960	E2	adjudicated	2025	Accelerating Scientific Research Through a Multi-LLM Framework	http://arxiv.org/abs/2502.07960v1	general research-workflow accelerator; no secondary-study framing
arxiv:2502.08796	E2	consensus	2025	A Systematic Review on the Evaluation of Large Language Models in Theory of Mind Tasks	http://arxiv.org/abs/2502.08796v1	
arxiv:2503.01159	E2	consensus	2025	Large Language Models for Healthcare Text Classification: A Systematic Review	http://arxiv.org/abs/2503.01159v1	
arxiv:2503.04110	E2	consensus	2025	InterChat: Enhancing Generative Visual Analytics using Multimodal Interactions	http://arxiv.org/abs/2503.04110v2	
arxiv:2503.04490	E2	consensus	2025	Large Language Models in Bioinformatics: A Survey	http://arxiv.org/abs/2503.04490v3	
arxiv:2503.19213	E2	consensus	2025	A Survey of Large Language Model Agents for Question Answering	http://arxiv.org/abs/2503.19213v1	
arxiv:2504.02917	E2	consensus	2025	Bias in Large Language Models Across Clinical Applications: A Systematic Review	http://arxiv.org/abs/2504.02917v1	
arxiv:2504.15909	E2	consensus	2025	Synergizing RAG and Reasoning: A Systematic Review	http://arxiv.org/abs/2504.15909v2	
arxiv:2505.04769	E2	consensus	2025	Vision-Language-Action (VLA) Models: Concepts, Progress, Applications and Challenges	http://arxiv.org/abs/2505.04769v2	
arxiv:2505.08245	E2	consensus	2025	Large Language Model Psychometrics: A Systematic Review of Evaluation, Validation, and Enhancement	http://arxiv.org/abs/2505.08245v3	
arxiv:2505.18846	E2	consensus	2025	LLM-Driven APT Detection for 6G Wireless Networks: A Systematic Review and Taxonomy	http://arxiv.org/abs/2505.18846v2	
arxiv:2505.20503	E2	consensus	2025	Embodied AI with Foundation Models for Mobile Service Robots: A Systematic Review	http://arxiv.org/abs/2505.20503v2	
arxiv:2506.00066	E2	consensus	2025	Literature Review Of Multi-Agent Debate For Problem-Solving	http://arxiv.org/abs/2506.00066v1	
arxiv:2506.04290	E2	consensus	2025	Interpretable LLMs for Credit Risk: A Systematic Review and Taxonomy	http://arxiv.org/abs/2506.04290v2	
arxiv:2506.06518	E2	consensus	2025	A Systematic Review of Poisoning Attacks Against Large Language Models	http://arxiv.org/abs/2506.06518v1	
arxiv:2506.07583	E2	adjudicated	2025	Beyond the Sentence: A Survey on Context-Aware Machine Translation with Large Language Models	http://arxiv.org/abs/2506.07583v1	NLP domain survey
arxiv:2506.18199	E2	consensus	2025	Prompt Engineering Techniques for Mitigating Cultural Bias Against Arabs and Muslims in Large Language Models: A Systematic Review	http://arxiv.org/abs/2506.18199v2	
arxiv:2506.21818	E2	consensus	2025	A systematic review of research on large language models for computer programming education	http://arxiv.org/abs/2506.21818v1	
arxiv:2507.03156	E2	consensus	2025	The Impact of LLM-Assistants on Software Developer Productivity: A Systematic Literature Review	https://doi.org/10.48550/arXiv.2507.03156	
arxiv:2507.03637	E2	consensus	2025	Large Language Models for Combinatorial Optimization: A Systematic Review	http://arxiv.org/abs/2507.03637v1	
arxiv:2508.06401	E2	consensus	2025	A Systematic Literature Review of Retrieval-Augmented Generation: Techniques, Metrics, and Challenges	https://doi.org/10.48550/arXiv.2508.06401	
arxiv:2508.06691	E2	consensus	2025	Role of Large Language Models and Retrieval-Augmented Generation for Accelerating Crystalline Material Discovery: A Systematic Review	http://arxiv.org/abs/2508.06691v1	
arxiv:2508.15361	E2	consensus	2025	A Survey on Large Language Model Benchmarks	http://arxiv.org/abs/2508.15361v1	
arxiv:2508.16701	E2	consensus	2025	Generative Artificial Intelligence and Agents in Research and Teaching	http://arxiv.org/abs/2508.16701v2	
arxiv:2509.19327	E2	consensus	2025	A systematic review of trial-matching pipelines using large language models	http://arxiv.org/abs/2509.19327v1	
arxiv:2511.04703	E2	consensus	2025	Measuring what Matters: Construct Validity in Large Language Model Benchmarks	http://arxiv.org/abs/2511.04703v1	
arxiv:2512.00020	E2	consensus	2025	Large Language Model for Verilog Code Generation: Literature Review and the Road Ahead	https://doi.org/10.48550/arXiv.2512.00020	
arxiv:2512.01693	E2	adjudicated	2025	LitMOF: An LLM Multi-Agent for Literature-Validated Metal-Organic Frameworks Database Correction and Expansion	arXiv:2512.01693	literature mining for materials database curation, not evidence synthesis
arxiv:2601.04583	E2	consensus	2026	Autonomous Agents on Blockchains: Standards, Execution Models, and Trust Boundaries	http://arxiv.org/abs/2601.04583v1	
arxiv:2602.10453	E2	consensus	2026	The Landscape of Prompt Injection Threats in LLM Agents: From Taxonomy to Analysis	http://arxiv.org/abs/2602.10453v1	
arxiv:2602.23373	E2	consensus	2025	An Agentic LLM Framework for Adverse Media Screening in AML Compliance	https://doi.org/10.48550/arXiv.2602.23373	
arxiv:2603.22928	E2	consensus	2026	SoK: The Attack Surface of Agentic AI -- Tools, and Autonomy	http://arxiv.org/abs/2603.22928v1	
arxiv:2604.16321	E2	consensus	2026	LLM-Based Multi-Agent Systems for Code Generation: A Multi-Vocal Literature Review	http://arxiv.org/abs/2604.16321v1	
arxiv:2604.16359	E2	consensus	2026	LLM4Log: A Systematic Review of Large Language Model-based Log Analysis	http://arxiv.org/abs/2604.16359v2	
arxiv:2604.22861	E2	adjudicated	2026	IntrAgent: An LLM Agent for Content-Grounded Information Retrieval through Literature Review	https://doi.org/10.48550/arXiv.2604.22861	generic IR-from-literature task framing (borderline: extraction-adjacent)
arxiv:2607.26212	E2	consensus	2026	Multi-Agent Debate Strategies: Survey, Taxonomy, and Challenges	http://arxiv.org/abs/2607.26212v1	
doi:10.08612v1	E2	consensus	2025	Impact of LLMs on Team Collaboration in Software Development	http://arxiv.org/abs/2510.08612v1	
doi:10.1001/jama.2024.21700	E2	consensus	2024	Testing and Evaluation of Health Care Applications of Large Language Models	https://doi.org/10.1001/jama.2024.21700	
doi:10.1001/jamanetworkopen.2024.57879	E2	consensus	2025	Large Language Models for Chatbot Health Advice Studies	https://doi.org/10.1001/jamanetworkopen.2024.57879	
doi:10.1002/cesm.70060/v1/review1	E2	adjudicated	2025	Review for "Using Large Language Models to Address Contextual Questions in Systematic Reviews"	https://doi.org/10.1002/cesm.70060/v1/review1	peer-review record or decision letter, not a study (protocol gap: no doc-type code; using E2, see decisions/0003)
doi:10.1002/cesm.70060/v1/review2	E2	adjudicated	2025	Review for "Using Large Language Models to Address Contextual Questions in Systematic Reviews"	https://doi.org/10.1002/cesm.70060/v1/review2	peer-review record or decision letter, not a study (protocol gap: no doc-type code; using E2, see decisions/0003)
doi:10.1002/cesm.70060/v1/review3	E2	adjudicated	2025	Review for "Using Large Language Models to Address Contextual Questions in Systematic Reviews"	https://doi.org/10.1002/cesm.70060/v1/review3	peer-review record or decision letter, not a study (protocol gap: no doc-type code; using E2, see decisions/0003)
doi:10.1002/eng2.70365/v1/decision1	E2	adjudicated	2025	Decision letter for "Systematic Literature Review of LLM‐Large Language Model in Medical: Digital Health, Technology and Applications"	https://doi.org/10.1002/eng2.70365/v1/decision1	peer-review record or decision letter, not a study (protocol gap: no doc-type code; using E2, see decisions/0003)
doi:10.1002/eng2.70365/v1/review1	E2	adjudicated	2025	Review for "Systematic Literature Review of LLM‐Large Language Model in Medical: Digital Health, Technology and Applications"	https://doi.org/10.1002/eng2.70365/v1/review1	peer-review record or decision letter, not a study (protocol gap: no doc-type code; using E2, see decisions/0003)
doi:10.1002/eng2.70365/v1/review2	E2	adjudicated	2025	Review for "Systematic Literature Review of LLM‐Large Language Model in Medical: Digital Health, Technology and Applications"	https://doi.org/10.1002/eng2.70365/v1/review2	peer-review record or decision letter, not a study (protocol gap: no doc-type code; using E2, see decisions/0003)
doi:10.1002/eng2.70365/v2/decision1	E2	adjudicated	2025	Decision letter for "Systematic Literature Review of LLM‐Large Language Model in Medical: Digital Health, Technology and Applications"	https://doi.org/10.1002/eng2.70365/v2/decision1	peer-review record or decision letter, not a study (protocol gap: no doc-type code; using E2, see decisions/0003)
doi:10.1002/eng2.70365/v2/review1	E2	adjudicated	2025	Review for "Systematic Literature Review of LLM‐Large Language Model in Medical: Digital Health, Technology and Applications"	https://doi.org/10.1002/eng2.70365/v2/review1	peer-review record or decision letter, not a study (protocol gap: no doc-type code; using E2, see decisions/0003)
doi:10.1002/eng2.70365/v2/review2	E2	adjudicated	2025	Review for "Systematic Literature Review of LLM‐Large Language Model in Medical: Digital Health, Technology and Applications"	https://doi.org/10.1002/eng2.70365/v2/review2	peer-review record or decision letter, not a study (protocol gap: no doc-type code; using E2, see decisions/0003)
doi:10.1002/hkj2.70102	E2	consensus	2026	What is artificial intelligence doing to emergency medicine? From hype to real‐world impact	https://doi.org/10.1002/hkj2.70102	
doi:10.1007/s00432-024-05678-6	E2	consensus	2024	Utilizing large language models in breast cancer management: systematic review	https://doi.org/10.1007/s00432-024-05678-6	
doi:10.1007/s10439-023-03284-0	E2	adjudicated	2023	ChatGPT, Bard, and Large Language Models for Biomedical Research: Opportunities and Pitfalls	https://doi.org/10.1007/s10439-023-03284-0	no-abstract domain-topic work; conventionally out of scope
doi:10.1007/s10462-025-11389-2	E2	consensus	2025	Safeguarding large language models: a survey	https://doi.org/10.1007/s10462-025-11389-2	
doi:10.1007/s10462-026-11650-2	E2	consensus	2026	Automated machine learning in the era of large language models: a systematic review of green, trustworthy, and human-centered automation (2020–2026)	https://doi.org/10.1007/s10462-026-11650-2	
doi:10.1007/s10489-026-07340-9	E2	consensus	2026	LLM-based agent systems: a systematic literature review and position on hybrid architectures and evaluation frameworks	https://doi.org/10.1007/s10489-026-07340-9	
doi:10.1007/s11042-024-20016-1	E2	consensus	2024	Generative artificial intelligence: a systematic review and applications	https://doi.org/10.1007/s11042-024-20016-1	
doi:10.1007/s11280-024-01291-2	E2	consensus	2024	A survey on large language models for recommendation	https://doi.org/10.1007/s11280-024-01291-2	
doi:10.1007/s11704-024-40231-1	E2	consensus	2024	A survey on large language model based autonomous agents	https://doi.org/10.1007/s11704-024-40231-1	
doi:10.1007/s11704-024-40555-y	E2	consensus	2024	Large language models for generative information extraction: a survey	https://doi.org/10.1007/s11704-024-40555-y	
doi:10.1007/s11704-026-50857-y	E2	consensus	2025	Beyond Self-Talk: A Communication-Centric Survey of LLM-Based Multi-Agent Systems	https://doi.org/10.1007/s11704-026-50857-y	
doi:10.1007/s11704-026-60308-3	E2	consensus	2026	A Survey of Large Language Models	https://doi.org/10.1007/s11704-026-60308-3	
doi:10.1007/s40670-024-02206-6	E2	consensus	2024	ChatGPT and Other Large Language Models in Medical Education — Scoping Literature Review	https://doi.org/10.1007/s40670-024-02206-6	
doi:10.1007/s43621-025-01094-z	E2	consensus	2025	The role of large language models in personalized learning: a systematic review of educational impact	https://doi.org/10.1007/s43621-025-01094-z	
doi:10.1007/s44163-024-00197-2	E2	consensus	2024	Large language models to process, analyze, and synthesize biomedical texts: a scoping review	https://doi.org/10.1007/s44163-024-00197-2	
doi:10.1007/s44217-025-00424-7	E2	consensus	2025	A systematic literature review to implement large language model in higher education: issues and solutions	https://doi.org/10.1007/s44217-025-00424-7	
doi:10.1007/s44443-025-00177-1	E2	consensus	2025	A survey on privacy risks and protection in large language models	https://doi.org/10.1007/s44443-025-00177-1	
doi:10.1016/j.caeo.2024.100174	E2	consensus	2024	Application of generative artificial intelligence (GenAI) in language teaching and learning: A scoping literature review	https://doi.org/10.1016/j.caeo.2024.100174	
doi:10.1016/j.csi.2024.103917	E2	consensus	2024	Large language models for code completion: A systematic literature review	https://doi.org/10.1016/j.csi.2024.103917	
doi:10.1016/j.enbuild.2024.114788	E2	adjudicated	2024	Advancing building energy modeling with large language models: Exploration and case studies	https://doi.org/10.1016/j.enbuild.2024.114788	no-abstract domain-topic work; conventionally out of scope
doi:10.1016/j.esmorw.2025.100298	E2	consensus	2025	100P Systematic review of large language models in clinical trial matching automation	https://doi.org/10.1016/j.esmorw.2025.100298	
doi:10.1016/j.future.2025.107829	E2	consensus	2025	The role of Large Language Models in addressing IoT challenges: A systematic literature review	https://doi.org/10.1016/j.future.2025.107829	
doi:10.1016/j.hcc.2024.100211	E2	consensus	2024	A survey on large language model (LLM) security and privacy: The Good, The Bad, and The Ugly	https://doi.org/10.1016/j.hcc.2024.100211	
doi:10.1016/j.hcc.2025.100300	E2	consensus	2025	On protecting the data privacy of Large Language Models (LLMs) and LLM agents: A literature review	https://doi.org/10.1016/j.hcc.2025.100300	
doi:10.1016/j.identj.2025.103854	E2	consensus	2025	A Scoping Review of Large Language Models in Dental Education: Applications, Challenges, and Prospects	https://doi.org/10.1016/j.identj.2025.103854	
doi:10.1016/j.ijnurstu.2025.105322	E2	consensus	2025	The use of large language models in clinical documentation: A scoping review	https://doi.org/10.1016/j.ijnurstu.2025.105322	
doi:10.1016/j.isci.2024.109713	E2	consensus	2024	The application of large language models in medicine: A scoping review	https://doi.org/10.1016/j.isci.2024.109713	
doi:10.1016/j.jacr.2025.09.004	E2	consensus	2025	Leveraging Large Language Models to Enhance Radiology Report Readability: A Systematic Review	https://doi.org/10.1016/j.jacr.2025.09.004	
doi:10.1016/j.jacr.2025.10.005	E2	adjudicated	2025	Use of Large Language Models on Radiology Reports: A Scoping Review	https://doi.org/10.1016/j.jacr.2025.10.005	no-abstract domain-topic work; conventionally out of scope
doi:10.1016/j.jad.2024.11.052	E2	adjudicated	2024	Exploring the efficacy and potential of large language models for depression: A systematic review	https://doi.org/10.1016/j.jad.2024.11.052	no-abstract domain-topic work; conventionally out of scope
doi:10.1016/j.rcim.2024.102883	E2	adjudicated	2024	A survey on potentials, pathways and challenges of large language models in new-generation intelligent manufacturing	https://doi.org/10.1016/j.rcim.2024.102883	no-abstract domain-topic work; conventionally out of scope
doi:10.1016/j.rcim.2025.102982	E2	adjudicated	2025	Integrating large language model and digital twins in the context of industry 5.0: Framework, challenges and opportunities	https://doi.org/10.1016/j.rcim.2025.102982	no-abstract domain-topic work; conventionally out of scope
doi:10.1016/j.rser.2025.115558	E2	adjudicated	2025	Opportunities of applying Large Language Models in building energy sector	https://doi.org/10.1016/j.rser.2025.115558	no-abstract domain-topic work; conventionally out of scope
doi:10.1016/j.sapharm.2023.05.016	E2	adjudicated	2023	The emergent role of artificial intelligence, natural learning processing, and large language models in higher education and research	https://doi.org/10.1016/j.sapharm.2023.05.016	no-abstract domain-topic work; conventionally out of scope
doi:10.1038/s41746-023-00979-5	E2	consensus	2023	Systematic review and meta-analysis of AI-based conversational agents for promoting mental health and well-being	https://doi.org/10.1038/s41746-023-00979-5	
doi:10.1038/s41746-024-01157-x	E2	consensus	2024	The ethics of ChatGPT in medicine and healthcare: a systematic review on Large Language Models (LLMs)	https://doi.org/10.1038/s41746-024-01157-x	
doi:10.1038/s41746-024-01258-7	E2	consensus	2024	A framework for human evaluation of large language models in healthcare derived from literature review	https://doi.org/10.1038/s41746-024-01258-7	
doi:10.1038/s41746-025-01566-6	E2	consensus	2025	Accuracy of online symptom assessment applications, large language models, and laypeople for self–triage decisions	https://doi.org/10.1038/s41746-025-01566-6	
doi:10.1038/s43856-024-00717-2	E2	consensus	2025	Current applications and challenges in large language models for patient care: a systematic review	https://doi.org/10.1038/s43856-024-00717-2	
doi:10.1039/d4cs00913d	E2	consensus	2024	From text to insight: large language models for chemical data extraction	https://doi.org/10.1039/d4cs00913d	
doi:10.1080/10494820.2023.2204343	E2	consensus	2023	A systematic review of research on speech-recognition chatbots for language learning: Implications for future directions in the era of large language models	https://doi.org/10.1080/10494820.2023.2204343	
doi:10.1080/17538947.2024.2353122	E2	consensus	2024	GPT, large language models (LLMs) and generative artificial intelligence (GAI) models in geospatial science: a systematic review	https://doi.org/10.1080/17538947.2024.2353122	
