rank	source_id	year	doi	title	venue	type
21	10.29220/csam.2019.26.3.305	2019	10.29220/csam.2019.26.3.305	Higher-order solutions for generalized canonical correlation analysis	Communications for Statistical Applications and Methods	journal-article
22	10.2307/44151752	1985	10.2307/44151752	Higher Order Riemann Complete Integrals	Real Analysis Exchange	journal-article
23	10.1017/9781009561280.010	2025	10.1017/9781009561280.010	Higher-Order Quantification	Proof Theory and Logic Programming	book-chapter
24	10.1163/9789087907143_016	2009	10.1163/9789087907143_016	European Higher Education in Search of Institutional Order	The European Higher Education Area	book-chapter
25	10.2478/v10062-008-0003-5	2008	10.2478/v10062-008-0003-5	Canonical vector valued 1-forms on higher order adapted frame bundles over category of fibered squares	Annales UMCS, Mathematica	journal-article
26	10.31142/ijtsrd18565	2018	10.31142/ijtsrd18565	In Search for the Super Element: Algorithms to Generate Higher Order Elements	International Journal of Trend in Scientific Research and Development	journal-article
27	10.2514/6.2008-679	2008	10.2514/6.2008-679	Higher-Order Wake-Oscillator Model of Aerodynamic Forces on Canonical Structures	46th AIAA Aerospace Sciences Meeting and Exhibit	proceedings-article
28	10.1063/5.0266384	2025	10.1063/5.0266384	Higher order relationships in the canonical ensemble for local reactivity indices	The Journal of Chemical Physics	journal-article
29	10.3390/math11153300	2023	10.3390/math11153300	Neutral Differential Equations of Higher-Order in Canonical Form: Oscillation Criteria	Mathematics	journal-article
30	10.1155/2011/375838	2011	10.1155/2011/375838	Canonical Quantization of  Higher‐Order Lagrangians	Journal of Applied Mathematics	journal-article
31	10.23919/acc.1993.4793056	1993	10.23919/acc.1993.4793056	Higher Order Approximate Feedback Linearization about a Manifold for Multi-input Systems	1993 American Control Conference	proceedings-article
32	10.1126/science.370.6518.805-f	2020	10.1126/science.370.6518.805-f	Higher-order thalamus input to the cortex	Science	journal-article
33	10.1109/globalsip.2018.8646691	2018	10.1109/globalsip.2018.8646691	Simplified Algorithms for Canonical Polyadic Decomposition for Over-Complete Even Order Tensors (Ongoing Work)	2018 IEEE Global Conference on Signal and Information Processing (GlobalSIP)	proceedings-article
34	10.4064/ap111-1-3	2014	10.4064/ap111-1-3	Canonical Poisson–Nijenhuis structures on higher order tangent bundles	Annales Polonici Mathematici	journal-article
35	10.1016/j.aop.2019.167971	2019	10.1016/j.aop.2019.167971	Degenerate Hamiltonian operator in higher-order canonical gravity — The problem and a remedy	Annals of Physics	journal-article
36	10.1163/9789087907143_006	2009	10.1163/9789087907143_006	European Higher Education in Search of a New Legal Order	The European Higher Education Area	book-chapter
37	10.1023/b:ihie.0000006288.13507.4b	2003	10.1023/b:ihie.0000006288.13507.4b	A Search for the Complete Education: Balancing the Needs for Survival and Fulfillment	Innovative Higher Education	journal-article
38	10.29007/3n54	None	10.29007/3n54	A Complete Calculus of Monotone and Antitone Higher-Order Functions	EPiC Series in Computing	proceedings-article
39	10.4204/eptcs.296.2	2019	10.4204/eptcs.296.2	Concolic Testing of Higher-order Functional Languages	Electronic Proceedings in Theoretical Computer Science	journal-article
40	10.1093/oso/9780192872289.003.0004	2023	10.1093/oso/9780192872289.003.0004	Non-canonical word order	Non-Canonical Questions	book-chapter
41	10.1016/0393-0440(84)90001-9	1984	10.1016/0393-0440(84)90001-9	Canonical Cartan equations for higher order variational problems	Journal of Geometry and Physics	journal-article
42	10.1103/physrevd.96.084025	2017	10.1103/physrevd.96.084025	Equivalent and inequivalent canonical structures of higher order theories of gravity	Physical Review D	journal-article
43	10.1109/icee59167.2023.10334876	2023	10.1109/icee59167.2023.10334876	Higher-Order Semi-Blind Source Separation Approaches Using Canonical Polyadic (CP) Decomposition	2023 31st International Conference on Electrical Engineering (ICEE)	proceedings-article
44	10.1145/3180155.3180166	2018	10.1145/3180155.3180166	Automatically generating search heuristics for concolic testing	Proceedings of the 40th International Conference on Software Engineering	proceedings-article
45	10.1109/iscas45731.2020.9180934	2020	10.1109/iscas45731.2020.9180934	Generalized Linear Canonical Transform with Higher Order Phase	2020 IEEE International Symposium on Circuits and Systems (ISCAS)	proceedings-article
46	10.1109/imtc.2008.4547309	2008	10.1109/imtc.2008.4547309	Bias Removal in Higher Order Sinusoidal Input Describing Functions	2008 IEEE Instrumentation and Measurement Technology Conference	proceedings-article
47	10.1109/cdc.1992.371453	None	10.1109/cdc.1992.371453	Higher order approximate input-output linearization	[1992] Proceedings of the 31st IEEE Conference on Decision and Control	proceedings-article
48	10.1109/iccd.2017.36	2017	10.1109/iccd.2017.36	QUEBS: Qualifying Event Based Search in Concolic Testing for Validation of RTL Models	2017 IEEE International Conference on Computer Design (ICCD)	proceedings-article
49	10.1186/s13660-026-03429-4	2026	10.1186/s13660-026-03429-4	Oscillatory behavior for higher-order nonlinear differential equations in the canonical case	Journal of Inequalities and Applications	journal-article
50	10.1016/j.spl.2012.03.013	2012	10.1016/j.spl.2012.03.013	Canonical higher-order kernels for density derivative estimation	Statistics &amp; Probability Letters	journal-article
51	10.1063/1.3086932	2009	10.1063/1.3086932	Quadratic canonical transformation theory and higher order density matrices	The Journal of Chemical Physics	journal-article
52	10.1090/pspum/003/0126810	1961	10.1090/pspum/003/0126810	Canonical forms on frame bundles of higher order contact	Proceedings of Symposia in Pure Mathematics	other
53	10.1016/j.softx.2024.101943	2024	10.1016/j.softx.2024.101943	Input/Output Library for Higher-Order Computational Fluid Dynamics Data	SoftwareX	journal-article
54	10.1109/qsic.2013.68	2013	10.1109/qsic.2013.68	A Search Strategy Guided by Uncovered Branches for Concolic Testing	2013 13th International Conference on Quality Software	proceedings-article
55	10.1214/aoms/1177728925	1953	10.1214/aoms/1177728925	A Higher Order Complete Class Theorem	The Annals of Mathematical Statistics	journal-article
56	10.1088/0253-6102/27/3/381	1997	10.1088/0253-6102/27/3/381	Canonical Quantal Symmetry and Conserved Charges for a System with Higher-Order Lagrangian	Communications in Theoretical Physics	journal-article
57	10.47945/search.v4i1.2577	2025	10.47945/search.v4i1.2577	Procedure Determination and Symbolic Equation Analysis as Predictors of Higher Order Thinking Skills in Physics Problem Solving	SEARCH: Science Education Research  Journal	journal-article
58	10.1140/epjc/s10052-021-09429-6	2021	10.1140/epjc/s10052-021-09429-6	New canonical analysis for higher order topologically massive gravity	The European Physical Journal C	journal-article
59	10.1209/0295-5075/27/8/002	1994	10.1209/0295-5075/27/8/002	Ward Identities in Canonical Formalism for a System with Singular Higher-Order Lagrangian	Europhysics Letters (EPL)	journal-article
60	10.1007/10046537_106	None	10.1007/10046537_106	Table 23. Cubic system VIIb. Fourth-order stiffnesses for metals. Complete sets	Landolt-Börnstein - Group III Condensed Matter	book-chapter
61	10.3724/sp.j.1016.2011.00953	2011	10.3724/sp.j.1016.2011.00953	Target-Directed Concolic Testing	Chinese Journal of Computers	journal-article
62	10.1109/ciss.2017.7926149	2017	10.1109/ciss.2017.7926149	Blind source separation using joint canonical decomposition of two higher order tensors	2017 51st Annual Conference on Information Sciences and Systems (CISS)	proceedings-article
63	10.1016/s0252-9602(18)30566-6	1982	10.1016/s0252-9602(18)30566-6	INPUT-OUTPUT CANONICAL FORM AND OUTPUT FEEDBACK CANONICAL FORM	Acta Mathematica Scientia	journal-article
64	10.1016/j.celrep.2025.115292	2025	10.1016/j.celrep.2025.115292	Higher-order thalamic input to cortex selectively conveys state information	Cell Reports	journal-article
65	10.1088/1402-4896/acb17f	2023	10.1088/1402-4896/acb17f	Oscillation of higher-order canonical delay differential equations: comparison theorems	Physica Scripta	journal-article
66	10.1134/s199508020801006x	2008	10.1134/s199508020801006x	Canonical vector valued 1-forms on higher order principal prolongations	Lobachevskii Journal of Mathematics	journal-article
67	10.1007/978-3-662-48673-3_6	2016	10.1007/978-3-662-48673-3_6	Search for the Signal of Monotop Production at the Early LHC	Springer Theses	book-chapter
68	10.1109/access.2026.3693631	2026	10.1109/access.2026.3693631	Quasi-Exponential Convergence of Higher-Order Serial Differentiators Under Bounded Input Perturbation	IEEE Access	journal-article
69	10.1109/sp63933.2026.00110	2026	10.1109/sp63933.2026.00110	Cottontail: Large Language Model-Driven Concolic Execution for Highly Structured Test Input Generation	2026 IEEE Symposium on Security and Privacy (SP)	proceedings-article
70	10.1016/j.infsof.2018.11.006	2019	10.1016/j.infsof.2018.11.006	FSCT: A new fuzzy search strategy in concolic testing	Information and Software Technology	journal-article
71	10.1016/s0005-1098(01)00144-3	2001	10.1016/s0005-1098(01)00144-3	Transfer equivalence and realization of nonlinear higher order input–output difference equations	Automatica	journal-article
72	10.1109/acsd.2012.18	2012	10.1109/acsd.2012.18	Improving Dynamic Partial Order Reductions for Concolic Testing	2012 12th International Conference on Application of Concurrency to System Design	proceedings-article
73	10.1088/1361-6382/abf1c8	2021	10.1088/1361-6382/abf1c8	Canonical equivalence, quantization and anisotropic inflation in higher order theory of gravity	Classical and Quantum Gravity	journal-article
74	10.1371/journal.pone.0086481	2014	10.1371/journal.pone.0086481	Spatio-Chromatic Adaptation via Higher-Order Canonical Correlation Analysis of Natural Images	PLoS ONE	journal-article
75	10.1103/physrevc.43.1599	1991	10.1103/physrevc.43.1599	Finite-temperature mean-field and higher-order approaches in canonical ensembles	Physical Review C	journal-article
76	10.4064/ap-44-2-131-153	1984	10.4064/ap-44-2-131-153	Complete differentials of higher order in linear field modules	Annales Polonici Mathematici	journal-article
77	10.1007/978-3-662-48673-3	2016	10.1007/978-3-662-48673-3	QCD Higher-Order Effects and Search for New Physics	Springer Theses	book
78	10.1007/978-3-540-71067-7_11	2008	10.1007/978-3-540-71067-7_11	Canonical Big Operators	Lecture Notes in Computer Science	book-chapter
79	10.1145/2635868.2635872	2014	10.1145/2635868.2635872	How we get there: a context-guided search strategy in concolic testing	Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering	proceedings-article
80	10.1109/sam.2008.4606921	2008	10.1109/sam.2008.4606921	Canonical decomposition of even higher order cumulant arrays for blind underdetermined mixture identification	2008 5th IEEE Sensor Array and Multichannel Signal Processing Workshop	proceedings-article
81	10.1109/host.1997.613523	None	10.1109/host.1997.613523	Identification of multivariable stochastic linear systems using integrated polyspectrum given noisy input-output data	Proceedings of the IEEE Signal Processing Workshop on Higher-Order Statistics	proceedings-article
82	10.1103/physrevlett.3.277	1959	10.1103/physrevlett.3.277	Search For Higher-Order Effects in Allowed Beta Decay	Physical Review Letters	journal-article
83	10.1109/anziis.1994.396961	None	10.1109/anziis.1994.396961	Capacity and VC-dimension of multilayer network with higher order input transformation	Proceedings of ANZIIS '94 - Australian New Zealnd Intelligent Information Systems Conference	proceedings-article
84	10.2514/6.2014-0603	2014	10.2514/6.2014-0603	Multi-Input Higher-order Sliding Mode  Control of  Aeroelastic Systems With Uncertainties and Gust Load	AIAA Guidance, Navigation, and Control Conference	proceedings-article
85	10.1109/cdc.2005.1582216	None	10.1109/cdc.2005.1582216	Stabilization of Single-Input Nonlinear Systems Using Higher Order Compensating Sliding Mode Control	Proceedings of the 44th IEEE Conference on Decision and Control	proceedings-article
86	10.1016/j.ifacol.2022.11.344	2022	10.1016/j.ifacol.2022.11.344	Distributed Cluster Consensus of Higher-Order Linear Continuous-Time Systems with Input Delay	IFAC-PapersOnLine	journal-article
87	10.1145/2774975.2774978	2015	10.1145/2774975.2774978	Counter-example complete verification for higher-order functions	Proceedings of the 6th ACM SIGPLAN Symposium on Scala	proceedings-article
88	10.1587/transinf.2018edl8052	2018	10.1587/transinf.2018edl8052	Search-Based Concolic Execution for SW Vulnerability Discovery	IEICE Transactions on Information and Systems	journal-article
89	10.1016/j.ifacol.2024.08.095	2024	10.1016/j.ifacol.2024.08.095	Higher-Order Sinusoidal-Input Describing Function Analysis of Fractional-Order Hybrid Integrator-Gain Systems	IFAC-PapersOnLine	journal-article
90	10.2514/6.2011-3230	2011	10.2514/6.2011-3230	A Comparison of Higher-Order Methods on a Set of Canonical Aerodynamics Applications	20th AIAA Computational Fluid Dynamics Conference	proceedings-article
91	10.1016/j.isatra.2018.10.041	2019	10.1016/j.isatra.2018.10.041	Robust finite time cooperative control of second order agents:A Multi-input Multi-output higher order super-twisting based approach	ISA Transactions	journal-article
92	10.2139/ssrn.4160213	2022	10.2139/ssrn.4160213	Complete Non-compact Hypersurfaces of Constant Higher Order Mean Curvature in Lorentzian Warped Product Manifolds	SSRN Electronic Journal	journal-article
93	10.1093/oseo/instance.00241620	None	10.1093/oseo/instance.00241620	The Search For The Truth Not Vain	Jones Very: The Complete Poems	book-chapter
94	10.1201/b11617-3	2012	10.1201/b11617-3	Higher Order Derivatives	Higher Order Derivatives	book-chapter
95	10.1007/s00009-023-02373-7	2023	10.1007/s00009-023-02373-7	An Improved Oscillation Result for a Class of Higher Order Non-canonical Delay Differential Equations	Mediterranean Journal of Mathematics	journal-article
96	10.15760/etd.3815	None	10.15760/etd.3815	Concolic Testing for Scripting Languages		dissertation
97	10.1007/11541868_19	2005	10.1007/11541868_19	A Mechanically Verified, Sound and Complete Theorem Prover for First Order Logic	Lecture Notes in Computer Science	book-chapter
98	10.1101/532382	2019	10.1101/532382	G4-iM Grinder: DNA and RNA G-Quadruplex, i-Motif and higher order structure search and analyser tool		posted-content
99	10.1007/3-540-45719-4_5	2002	10.1007/3-540-45719-4_5	Higher-Order Quantification and Proof Search*	Lecture Notes in Computer Science	book-chapter
100	10.1007/978-3-662-48673-3_7	2016	10.1007/978-3-662-48673-3_7	Summary and Outlook	Springer Theses	book-chapter
